# constant,binary01,binaryAB,categorical,count,continuous
helloworld,0,A,X,18,0.22748148917933209
helloworld,1,A,X,12,0.4768559425061536
helloworld,1,A,Z,6,0.6234210353323425
helloworld,0,A,Z,9,0.8652843850876201
helloworld,1,A,Z,8,0.06788293312808191
helloworld,0,A,Z,15,0.3566424791088779
helloworld,1,A,X,14,0.4789014786053517
helloworld,0,A,Y,8,0.09542118558674662
helloworld,0,A,Y,17,0.4093223174638897
helloworld,1,A,Y,16,0.26386458667177115
helloworld,0,A,X,5,0.25710608068766583
helloworld,1,A,Y,7,0.6810901841453956
helloworld,0,A,Y,9,0.9596827933603519
helloworld,0,A,X,18,0.6023778908777908
helloworld,1,A,X,9,0.8571752621032234
helloworld,0,A,X,14,0.4354396205216059
helloworld,0,A,X,18,0.22579912951444037
helloworld,0,A,Y,11,0.5387268196469512
helloworld,0,A,X,19,0.8245012987124951
helloworld,1,A,Y,5,0.5225501200281557
helloworld,0,A,X,15,0.03704665023716358
helloworld,0,A,Y,9,0.5430185642709178
helloworld,0,A,Y,10,0.8556696122157651
helloworld,1,A,X,18,0.606638271521099
helloworld,0,A,X,13,0.30281130706524606
helloworld,0,A,Z,8,0.4807607610716764
helloworld,1,A,Z,5,0.460834752382662
helloworld,0,A,Z,5,0.9879425597790353
helloworld,0,A,Y,12,0.8266482671803386
helloworld,1,A,Z,13,0.47779729031781404
helloworld,0,A,Y,5,0.8757240313584208
helloworld,0,A,Y,15,0.9011342435617045
helloworld,1,A,X,16,0.942367447697939
helloworld,0,A,Y,10,0.9369770827658482
helloworld,0,A,X,9,0.18200201006269345
helloworld,0,A,X,13,0.8619317413200982
helloworld,1,A,Y,13,0.8750654555185483
helloworld,1,A,Y,14,0.14589022196309642
helloworld,1,A,Y,13,0.004730116957389008
helloworld,0,A,X,9,0.03661979159898099
helloworld,0,A,Y,10,0.15607633355593453
helloworld,1,A,Y,14,0.10644192780415263
helloworld,0,A,X,19,0.7558186519795036
helloworld,1,A,Y,7,0.7835032148882709
helloworld,1,A,X,7,0.1036120548558509
helloworld,0,A,X,11,0.35064102191682234
helloworld,0,A,X,6,0.8731710797396579
helloworld,1,A,X,13,0.17243469704691916
helloworld,0,A,X,15,0.47828256277724845
helloworld,1,A,X,14,0.40232926722709483
helloworld,0,A,Y,12,0.7488859015524403
helloworld,1,A,Y,6,0.11354442365897643
helloworld,1,A,X,18,0.7616988421006621
helloworld,0,A,X,16,0.7815624310262074
helloworld,1,A,X,6,0.7537957751798438
helloworld,1,A,Y,10,0.6862957744106232
helloworld,1,A,X,10,0.21048336551361768
helloworld,1,A,Z,19,0.8157259172943317
helloworld,0,A,Y,11,0.5016574397573033
helloworld,0,A,Z,5,0.5786732051924987
helloworld,1,A,Y,12,0.19070783935513413
helloworld,0,A,X,10,0.29899891356268227
helloworld,1,A,Z,5,0.1921587306212157
helloworld,0,A,X,17,0.7300630151789642
helloworld,0,A,Y,12,0.8303595998550052
helloworld,0,A,Y,16,0.02746161845667916
helloworld,1,A,Z,14,0.8044305008531374
helloworld,0,A,Z,19,0.4430041538351287
helloworld,0,A,Z,14,0.9469810163030279
helloworld,1,A,X,18,0.7097924400495861
helloworld,1,A,Z,14,0.9790940843067393
helloworld,0,A,Y,9,0.8192083269842474
helloworld,1,A,Z,6,0.15545358686131605
helloworld,1,A,Z,11,0.2858445133555071
helloworld,1,A,Z,9,0.7497201999593566
helloworld,1,A,X,13,0.9328785114787604
helloworld,1,A,Z,10,0.23244716202397497
helloworld,0,A,Z,11,0.848920753880039
helloworld,1,A,Z,12,0.07535931545991104
helloworld,0,A,Y,19,0.3102103053965649
helloworld,1,A,X,8,0.5436447186233688
helloworld,1,A,Z,19,0.8281291877239276
helloworld,0,A,Y,15,0.2047924486122148
helloworld,1,A,Z,18,0.07061730207171713
helloworld,0,A,Y,10,0.3343198571307061
helloworld,1,A,Y,16,0.9095797754364522
helloworld,1,A,X,16,0.9010882926614567
helloworld,1,A,Y,14,0.29744789973745134
helloworld,1,A,Y,19,0.7718706195532252
helloworld,0,A,X,19,0.9041604418905969
helloworld,0,A,Y,18,0.8295585330367233
helloworld,1,A,Y,10,0.5247363739679592
helloworld,1,A,X,5,0.24123838342996506
helloworld,0,A,X,8,0.30054755872980654
helloworld,1,A,X,12,0.8910368345471469
helloworld,0,A,Z,7,0.9884851120988758
helloworld,0,A,Z,6,0.8130166524349144
helloworld,1,A,Z,7,0.23037675811205738
helloworld,1,A,Z,12,0.3944494857810399
helloworld,1,A,Z,10,0.6249066281939447
helloworld,0,A,Y,13,0.8789974789313731
helloworld,1,A,X,13,0.13614070432886238
helloworld,1,A,Y,18,0.8666703747122443
helloworld,0,A,Y,8,0.05080525056007523
helloworld,1,A,X,8,0.7095410156369216
helloworld,1,A,Y,5,0.009813536038571602
helloworld,0,A,Z,18,0.49257633075425544
helloworld,0,A,X,14,0.9119669285673973
helloworld,1,A,Y,16,0.21098505944556378
helloworld,0,A,Z,7,0.4859335381371338
helloworld,1,A,X,8,0.4736965213643589
helloworld,0,A,X,10,0.9834597427050221
helloworld,1,A,X,8,0.9086056613604073
helloworld,0,A,Y,12,0.3618329512037376
helloworld,0,A,Y,17,0.06872209481085689
helloworld,1,A,Z,16,0.34832080361518614
helloworld,1,A,Y,6,0.4506072802589749
helloworld,1,A,Y,16,0.47275574799509157
helloworld,1,A,Z,19,0.8298329371211544
helloworld,0,A,Z,18,0.7969751897860148
helloworld,1,A,X,10,0.7794376292447772
helloworld,1,A,Z,16,0.132849193141243
helloworld,1,A,X,9,0.5888151432672694
helloworld,1,A,Y,14,0.730091127719798
helloworld,0,A,Z,18,0.9658558144411976
helloworld,0,A,X,13,0.742024115969906
helloworld,1,A,Z,10,0.966569281660715
helloworld,0,A,Z,9,0.6050971929344036
helloworld,0,A,X,7,0.3859076588660504
helloworld,1,A,Z,8,0.961276236068182
helloworld,0,A,Y,9,0.6565081349966644
helloworld,0,A,X,12,0.5689172511462272
helloworld,0,A,X,19,0.31978831043096756
helloworld,1,A,Y,7,0.810483250846823
helloworld,1,A,Y,14,0.6302288860397559
helloworld,1,A,X,16,0.5884807117092936
helloworld,0,A,X,17,0.3843588978086866
helloworld,0,A,Y,11,0.25118718889016256
helloworld,1,A,X,9,0.9434618109879985
helloworld,1,A,X,12,0.1499813227841108
helloworld,0,A,Z,12,0.9022265561997037
helloworld,1,A,Y,16,0.18574864016593273
helloworld,0,A,Z,18,0.5139176336087475
helloworld,0,A,Z,7,0.5572850895243858
helloworld,1,A,Y,14,0.5636445021972086
helloworld,0,A,Y,12,0.5274796605922213
helloworld,0,A,Z,19,0.25032315346952405
helloworld,0,A,X,11,0.6062923613756136
helloworld,1,A,X,11,0.6656046854448308
helloworld,1,A,X,12,0.27624580923546027
helloworld,0,A,X,19,0.69524968717493
helloworld,0,A,Z,9,0.5949279054065607
helloworld,1,A,Z,11,0.24807030798517637
helloworld,0,A,Y,18,0.5898738306940143
helloworld,0,A,Y,8,0.11168113903628363
helloworld,1,A,Y,5,0.5042246271858567
helloworld,0,A,Y,6,0.7113335907295533
helloworld,0,A,Y,14,0.17761829023413067
helloworld,0,A,Z,9,0.465115454095933
helloworld,0,A,Y,18,0.4578953808389601
helloworld,0,A,Y,12,0.5566947384282088
helloworld,0,A,Y,5,0.1867070473110377
helloworld,0,A,Y,5,0.14797588263329464
helloworld,1,A,X,6,0.10070846714177961
helloworld,1,A,X,18,0.7920726692820863
helloworld,1,A,Y,5,0.00014449577980446549
helloworld,0,A,Y,9,0.822390943761993
helloworld,1,A,Z,10,0.7056369952411442
helloworld,0,A,X,13,0.6456196786072539
helloworld,0,A,Z,16,0.012233319568930034
helloworld,1,A,Z,13,0.799457812510626
helloworld,0,A,Z,12,0.18406322073545867
helloworld,0,A,Z,19,0.6787246363048128
helloworld,1,A,X,13,0.05682712760705955
helloworld,1,A,Z,17,0.3153657676241669
helloworld,0,A,Y,18,0.8526950000082404
helloworld,0,A,Z,10,0.33560321715411645
helloworld,0,A,Y,13,0.8313637644687635
helloworld,1,A,X,18,0.1575212698822711
helloworld,1,A,Y,11,0.6074831202009269
helloworld,1,A,X,19,0.6940366484329072
helloworld,0,A,Z,19,0.9709176186750046
helloworld,1,A,X,19,0.11397816275728812
helloworld,1,A,Y,13,0.9713951692672211
helloworld,1,A,Z,6,0.7364170986396444
helloworld,0,A,X,11,0.8926813926025493
helloworld,0,A,Y,16,0.4932740207240819
helloworld,1,A,Y,8,0.3889590306957137
helloworld,1,A,Y,15,0.7515590355461153
helloworld,0,A,Y,17,0.757550644654511
helloworld,1,A,X,13,0.6395186323977553
helloworld,1,A,Z,19,0.572975145300229
helloworld,1,A,Y,14,0.35601598182591554
helloworld,1,A,Y,16,0.0986435628915765
helloworld,0,A,Y,5,0.29069545946526343
helloworld,0,A,X,8,0.35530908999187527
helloworld,1,A,Z,9,0.8438168931079589
helloworld,1,A,X,19,0.6346458481827322
helloworld,0,A,Y,17,0.654593153396357
helloworld,1,A,Z,16,0.6900382223461701
helloworld,1,A,X,17,0.05516410599760546
helloworld,0,A,Z,10,0.6214142562770227
helloworld,0,A,Y,18,0.29340793977512414
helloworld,1,A,Y,16,0.8087013528439013
helloworld,1,A,X,6,0.2171307785293869
helloworld,0,A,Y,15,0.23725931757898278
helloworld,0,A,X,17,0.2929405121195704
helloworld,1,A,Z,8,0.3362642171910346
helloworld,0,A,Y,12,0.42126951285500647
helloworld,1,A,X,15,0.33362849494530744
helloworld,1,A,X,14,0.9175254023732756
helloworld,1,A,Z,19,0.033236805829698346
helloworld,1,A,Z,17,0.6882613942763208
helloworld,1,A,X,18,0.4469478892097736
helloworld,0,A,Y,11,0.050338850618812714
helloworld,1,A,Y,7,0.7760790691959953
helloworld,0,A,X,8,0.7026364630724522
helloworld,0,A,X,9,0.2826805270362883
helloworld,1,A,Y,5,0.20557330210262215
helloworld,1,A,X,11,0.29453661065785985
helloworld,1,A,Y,6,0.1623799650240354
helloworld,1,A,Y,9,0.8119492343487088
helloworld,1,A,Z,15,0.10968123893241477
helloworld,1,A,Z,16,0.165776266631936
helloworld,0,A,X,9,0.6481458276541939
helloworld,1,A,Z,14,0.424878891393775
helloworld,0,A,X,10,0.2741428488907567
helloworld,1,A,Y,5,0.2095371541428417
helloworld,0,A,Z,6,0.7209401145777224
helloworld,0,A,Z,14,0.04998912542926204
helloworld,1,A,X,14,0.3928807455097455
helloworld,0,A,Y,16,0.25124056901877256
helloworld,1,A,Y,6,0.8781160846217017
helloworld,0,A,Z,6,0.9855355977383429
helloworld,1,A,Y,8,0.3823685609402212
helloworld,1,A,X,11,0.7924947684329874
helloworld,0,A,X,10,0.45891365854011756
helloworld,0,A,X,5,0.5320393029690043
helloworld,1,A,Y,12,0.3607362006519671
helloworld,1,A,Z,13,0.8245796383604905
helloworld,0,A,Z,9,0.6716275955182681
helloworld,1,A,X,14,0.8042687655274198
helloworld,0,A,Z,13,0.13000252506634724
helloworld,1,A,Z,6,0.5493911837262645
helloworld,1,A,X,10,0.13834570607586438
helloworld,0,A,Y,7,0.40347821287214447
helloworld,1,A,Z,8,0.1554276300575692
helloworld,1,A,X,9,0.6419716395694985
helloworld,0,A,Y,15,0.5050744949191954
helloworld,0,A,X,12,0.7101714606498835
helloworld,1,A,Y,9,0.9275723066294702
helloworld,1,A,Y,12,0.8716753907246334
helloworld,1,A,Z,8,0.9059076692393273
helloworld,0,A,Z,11,0.5931755917583631
helloworld,0,A,Y,9,0.5504863007649574
helloworld,1,A,X,11,0.9370665836522698
helloworld,0,A,X,12,0.6130032670548262
helloworld,0,A,Z,16,0.5601473357681558
helloworld,1,A,Z,19,0.05449042145807359
helloworld,1,A,Y,7,0.5333916689222762
helloworld,0,A,Y,15,0.6897948228876564
helloworld,1,A,Y,7,0.9454520422891466
helloworld,1,A,Z,8,0.7783816266426569
helloworld,0,A,Z,9,0.769498233159011
helloworld,0,A,X,13,0.7783551198907966
helloworld,0,A,Y,10,0.6382171429697733
helloworld,1,A,Z,11,0.9545530887181715
helloworld,1,A,Y,18,0.09287343527486203
helloworld,1,A,Z,7,0.3185488476983481
helloworld,0,A,Y,8,0.41833018312311765
helloworld,1,A,X,7,0.882225466320346
helloworld,1,A,X,5,0.6856402788684414
helloworld,0,A,X,8,0.7744335130767714
helloworld,0,A,Y,18,0.48870559095518107
helloworld,1,A,X,11,0.6066528838779586
helloworld,1,A,X,8,0.11337479628876679
helloworld,1,A,Z,17,0.5510944129763073
helloworld,1,A,Y,12,0.2221054676806996
helloworld,0,A,Y,15,0.8208619468200697
helloworld,1,A,X,5,0.9911348986809755
helloworld,0,A,Z,10,0.4946332623370907
helloworld,1,A,Z,10,0.7180041412241412
helloworld,0,A,X,12,0.5139847592489131
helloworld,1,A,X,11,0.8069037906513091
helloworld,0,A,X,18,0.3205251870807958
helloworld,0,A,Z,16,0.43583127792245
helloworld,1,A,Z,16,0.5316720402178456
helloworld,0,A,X,17,0.5333271041938489
helloworld,1,A,Z,10,0.7738441648972408
helloworld,1,A,Z,7,0.21559103285330006
helloworld,0,A,X,14,0.3508847398035284
helloworld,0,A,Y,15,0.7088515718592279
helloworld,1,A,X,12,0.9885342729466694
helloworld,1,A,X,14,0.5717666121772589
helloworld,1,A,X,19,0.05817178563385539
helloworld,1,A,Y,15,0.22751339791492586
helloworld,1,A,X,6,0.7573471665002763
helloworld,0,A,Y,14,0.7340966258659142
helloworld,1,A,Z,12,0.8523820327917779
helloworld,1,A,Z,8,0.21874880589278078
helloworld,0,A,X,10,0.7566258364620652
helloworld,0,A,Z,12,0.8428991759617924
helloworld,0,A,X,13,0.3996536766736293
helloworld,0,A,Z,6,0.8749249587662408
helloworld,1,A,X,17,0.244004229590712
helloworld,0,A,Z,9,0.8191973275883784
helloworld,1,A,Y,6,0.8838317466617396
helloworld,1,A,Y,17,0.1131687313241625
helloworld,0,A,X,10,0.2532936270314057
helloworld,0,A,Z,15,0.9900582895910957
helloworld,1,A,Z,10,0.4634524216509097
helloworld,1,A,X,7,0.7600081962926594
helloworld,1,A,X,5,0.05247830447620205
helloworld,0,A,Z,15,0.16795583327830665
helloworld,0,A,Y,6,0.028931685687264008
helloworld,0,A,Z,8,0.3154085438912366
helloworld,1,A,X,9,0.788211080772826
helloworld,1,A,Y,18,0.6591183710856892
helloworld,1,A,Y,14,0.16442347771528854
helloworld,1,A,Y,18,0.06507593503132214
helloworld,1,A,Y,6,0.31733661894650633
helloworld,1,A,Y,5,0.5170025869534315
helloworld,0,A,X,7,0.9400294734821881
helloworld,0,A,Y,19,0.16511597248482168
helloworld,0,A,X,7,0.41572880726366956
helloworld,1,A,X,15,0.3657028739228537
helloworld,1,A,X,16,0.9262353153082915
helloworld,1,A,X,10,0.3940113916475966
helloworld,0,A,Z,10,0.7366789641907011
helloworld,0,A,Z,15,0.3310576938550456
helloworld,0,A,X,19,0.19644537614835167
helloworld,0,A,Z,9,0.8629072326905372
helloworld,0,A,Y,9,0.7480904313190205
helloworld,1,A,X,16,0.6374816345638121
helloworld,1,A,X,7,0.2240061378081709
helloworld,0,A,Y,17,0.5185781977313605
helloworld,1,A,Z,7,0.1189489466997149
helloworld,0,A,X,13,0.0779190898546458
helloworld,0,A,X,14,0.8638120943064406
helloworld,1,A,Z,12,0.8729650034350198
helloworld,1,A,Y,8,0.10373401920667302
helloworld,1,A,Y,17,0.12031189713462209
helloworld,1,A,Z,6,0.6713078919123895
helloworld,1,A,X,14,0.5631868931303976
helloworld,1,A,Z,14,0.4527248329832321
helloworld,0,A,Y,10,0.959569007814155
helloworld,1,A,Y,12,0.5240753132940159
helloworld,1,A,Y,7,0.9378286006595768
helloworld,0,A,X,16,0.2543679243817356
helloworld,1,A,X,6,0.7397857781693791
helloworld,1,A,Z,15,0.7505130771135606
helloworld,0,A,Z,11,0.6766262413362656
helloworld,1,A,X,7,0.19050825241344294
helloworld,0,A,X,5,0.5689647464442185
helloworld,1,A,Y,9,0.2708393858035414
helloworld,0,A,Z,5,0.5467684590500665
helloworld,0,A,X,9,0.8459110838131019
helloworld,0,A,X,8,0.6935089561266625
helloworld,1,A,X,7,0.6094735219594115
helloworld,0,A,X,13,0.4792225112481797
helloworld,0,A,Z,14,0.8406469455476104
helloworld,0,A,Z,16,0.781353441100202
helloworld,0,A,Z,9,0.8248293627649074
helloworld,0,A,Z,19,0.8036775947500725
helloworld,0,A,Z,18,0.07022343837928335
helloworld,1,A,Y,9,0.07762231963921318
helloworld,1,A,X,12,0.8974783809532643
helloworld,1,A,X,5,0.523698570422662
helloworld,1,A,X,14,0.009783152292727526
helloworld,0,A,Z,6,0.5623556126002784
helloworld,0,A,X,18,0.7419097730260233
helloworld,1,A,X,10,0.018309491604008854
helloworld,1,A,X,8,0.07795371980387167
helloworld,1,A,Y,12,0.6442776499295852
helloworld,0,A,Z,5,0.10974798624970483
helloworld,0,A,Y,5,0.5583669724104112
helloworld,0,A,X,12,0.6983372085606091
helloworld,0,A,Y,7,0.28514492949654957
helloworld,1,A,Y,11,0.3593780994963698
helloworld,0,A,Z,11,0.34584131308663557
helloworld,0,A,Z,7,0.4677483557452401
helloworld,1,A,Z,9,0.6480516628113583
helloworld,0,A,Y,6,0.9389749443045086
helloworld,0,A,Z,8,0.11691512734171683
helloworld,0,A,Y,6,0.11970959683836202
helloworld,0,A,Y,8,0.5835996307946091
helloworld,1,A,Y,17,0.5463333177132399
helloworld,1,A,Z,6,0.758814905494245
helloworld,1,A,Z,16,0.5533922022649049
helloworld,1,A,X,15,0.011678060796090906
helloworld,1,A,X,15,0.08829720517384843
helloworld,1,A,X,18,0.4305689872480625
helloworld,1,A,Z,10,0.4227755081054021
helloworld,1,A,X,12,0.7822709485641196
helloworld,1,A,X,8,0.8918846117929159
helloworld,0,A,X,5,0.939164669623075
helloworld,1,A,X,11,0.7013194736976899
helloworld,0,A,Y,15,0.911993254223412
helloworld,1,A,Z,9,0.4355354465254043
helloworld,0,A,Z,11,0.30876229777668207
helloworld,1,A,X,9,0.19296107077440028
helloworld,0,A,Z,16,0.9237620190236775
helloworld,1,A,Z,14,0.9782938655177178
helloworld,0,A,Z,18,0.435825047259887
helloworld,1,A,Y,10,0.47097456268045257
helloworld,0,A,X,6,0.4311245872711379
helloworld,1,A,X,16,0.2990437306507949
helloworld,0,A,X,10,0.41034929624415606
helloworld,1,A,X,14,0.15392118011055345
helloworld,0,A,Y,8,0.35645706993087445
helloworld,1,A,X,8,0.9083476169717195
helloworld,0,A,Z,8,0.9122173217516069
helloworld,0,A,Z,5,0.6412608780057323
helloworld,1,A,Y,6,0.8687196458151594
helloworld,1,A,X,6,0.5033717614425739
helloworld,1,A,Z,13,0.48981996346755086
helloworld,1,A,X,13,0.2559961341103125
helloworld,0,A,X,11,0.9649946634617371
helloworld,1,A,Y,17,0.019721882213801223
helloworld,0,A,Z,12,0.5462500568034666
helloworld,0,A,Y,9,0.6200444465553814
helloworld,0,A,Z,18,0.8902982384245449
helloworld,0,A,Z,11,0.039636508863019726
helloworld,0,A,X,13,0.4184415041281302
helloworld,1,A,Y,6,0.9704434480865526
helloworld,0,A,Z,11,0.3230768445900367
helloworld,1,A,Z,18,0.6046765532188997
helloworld,0,A,Z,16,0.5751372304054099
helloworld,0,A,Z,17,0.021983056999194006
helloworld,0,A,Y,16,0.4696460883872634
helloworld,0,A,Z,8,0.1574626472719406
helloworld,0,A,X,14,0.6287048633862563
helloworld,0,A,X,5,0.2698982694675266
helloworld,1,A,Y,13,0.326382223684077
helloworld,1,A,Z,16,0.8767163674192614
helloworld,0,A,X,16,0.8711157966412029
helloworld,0,A,X,15,0.11493788800273008
helloworld,0,A,Z,13,0.7209519223500431
helloworld,1,A,X,12,0.7204164870260414
helloworld,0,A,X,5,0.8496476146828316
helloworld,1,A,Y,9,0.6679399234688066
helloworld,0,A,X,18,0.7721551779475856
helloworld,0,A,X,18,0.23463926782324995
helloworld,0,A,Z,9,0.22546582501528734
helloworld,0,A,X,12,0.45151352615187845
helloworld,0,A,Z,19,0.9019803389409484
helloworld,1,A,X,11,0.37383749612330663
helloworld,0,A,X,15,0.803194552005168
helloworld,1,A,Y,18,0.10445852881774609
helloworld,1,A,Y,12,0.44513064981300277
helloworld,1,A,Y,9,0.5632669668613156
helloworld,0,A,Y,15,0.8125427638890413
helloworld,1,A,X,11,0.5012493793507403
helloworld,1,A,Z,12,0.778482415472785
helloworld,0,A,X,19,0.9756452523770656
helloworld,0,A,Z,5,0.806038055809857
helloworld,1,A,Z,17,0.6532662769794968
helloworld,0,A,Z,19,0.09082687329236627
helloworld,0,A,Z,13,0.9944984581773952
helloworld,1,A,X,11,0.6236598906356101
helloworld,1,A,Z,11,0.8927634140740776
helloworld,1,A,Z,8,0.9105221522714274
helloworld,1,A,Z,11,0.22883779849447106
helloworld,1,A,Y,17,0.33401629501562835
helloworld,0,A,Z,7,0.6827492629411075
helloworld,0,A,Y,7,0.37204395061232276
helloworld,0,A,X,11,0.2851618708240836
helloworld,0,A,X,17,0.15463466149432592
helloworld,1,A,Y,14,0.2682166680929874
helloworld,1,A,Y,9,0.11318987039292072
helloworld,0,A,Z,12,0.8868362240108927
helloworld,1,A,Y,5,0.9095389555793961
helloworld,1,A,X,12,0.43994609417811903
helloworld,1,A,X,14,0.2930098837377585
helloworld,0,A,X,11,0.3300470864739349
helloworld,0,A,Y,14,0.927621387728467
helloworld,1,A,Y,18,0.7472343309619366
helloworld,0,A,Y,17,0.9758380455348119
helloworld,1,A,X,16,0.7730480627053459
helloworld,0,A,Z,9,0.20788413807511352
helloworld,1,A,Z,8,0.5167422856129928
helloworld,0,A,Z,14,0.4540775264107435
helloworld,0,A,X,11,0.13085908822500159
helloworld,1,A,Z,9,0.36880451079472887
helloworld,1,A,Y,14,0.0001451960983703815
helloworld,1,A,Z,18,0.44846854084353494
helloworld,1,A,X,6,0.9256303164038708
helloworld,1,A,X,11,0.07470761986391061
helloworld,0,A,X,5,0.3251937579864176
helloworld,0,A,X,14,0.9593889327873532
helloworld,0,A,Y,17,0.005318979738265783
helloworld,1,A,Z,17,0.5371542276403912
helloworld,0,A,X,17,0.8339357338608222
helloworld,0,A,Z,13,0.2719949477356335
helloworld,1,A,Z,9,0.14636349734839138
helloworld,0,A,Y,18,0.5624775029104853
helloworld,0,A,Z,10,0.5521079077408318
helloworld,1,A,Y,10,0.7428070498942457
helloworld,0,A,Z,16,0.7522533191529497
helloworld,0,A,Z,16,0.09304508151906599
helloworld,0,A,X,11,0.37818014418632584
helloworld,1,A,Z,6,0.6420616426625328
helloworld,1,A,Z,11,0.27825399702611364
helloworld,0,A,X,18,0.7075021597279226
helloworld,1,A,Y,7,0.8066203409437619
helloworld,0,A,Y,13,0.11399486375268864
helloworld,1,A,Y,16,0.476351449505656
helloworld,1,A,Z,7,0.2534035457509205
helloworld,0,A,Z,8,0.5986487051401115
helloworld,0,A,Z,11,0.21804113037382356
helloworld,1,A,Y,19,0.08364695423261592
helloworld,0,A,Z,18,0.83403703266305
helloworld,0,A,X,7,0.5158821500346661
helloworld,0,A,X,16,0.7099953976110471
helloworld,0,A,Z,7,0.485911377961296
helloworld,0,A,Y,14,0.5883803347189419
helloworld,1,A,Y,11,0.4687386057772758
helloworld,0,A,X,18,0.31664055893873255
helloworld,0,A,Z,9,0.446468464847099
helloworld,0,A,Z,9,0.724734374007459
helloworld,0,A,Y,13,0.2559282061955571
helloworld,0,A,Y,6,0.056256670436175216
helloworld,1,A,Z,13,0.055901505351749314
helloworld,0,A,Z,6,0.17964698078837193
helloworld,0,A,Z,14,0.5366041806490751
helloworld,1,A,Y,12,0.4448962123769875
helloworld,1,A,Y,18,0.2692295817265187
helloworld,1,A,Z,8,0.546499295569961
helloworld,0,A,X,12,0.9028013391765862
helloworld,1,A,Z,15,0.22779822223615154
helloworld,0,A,Y,7,0.35898162052006777
helloworld,0,A,X,18,0.7077311994664628
helloworld,1,A,Y,19,0.6363131339775233
helloworld,1,A,Z,17,0.6477027680769868
helloworld,1,A,Z,18,0.8688231194869921
helloworld,1,A,Z,13,0.14180427693809028
helloworld,1,A,Z,17,0.39373505960816135
helloworld,0,A,Z,5,0.4810327169224079
helloworld,0,A,Y,11,0.295560271833718
helloworld,1,A,Y,6,0.7713934837997671
helloworld,0,A,Y,10,0.19775334320757865
helloworld,0,A,X,9,0.7800472537427816
helloworld,0,A,X,16,0.48146542201080633
helloworld,1,A,X,11,0.8819546873252005
helloworld,1,A,Z,5,0.20989862147437932
helloworld,0,A,Z,19,0.18806444892006113
helloworld,1,A,Z,5,0.4228875145564708
helloworld,0,A,X,9,0.2065807767116009
helloworld,1,A,X,10,0.48119171952369766
helloworld,0,A,X,7,0.6919470256285654
helloworld,0,A,X,8,0.42599557057105497
helloworld,0,A,Y,19,0.435784681557684
helloworld,1,A,X,8,0.9851839834502032
helloworld,1,A,Y,14,0.9824736005091275
helloworld,0,A,Z,9,0.6330453503074696
helloworld,0,A,Z,12,0.9363165226269985
helloworld,1,A,Y,11,0.9343023044257385
helloworld,1,A,Z,12,0.6724770020135826
helloworld,0,A,X,17,0.17711752453722918
helloworld,1,A,Y,6,0.826909661630017
helloworld,0,A,Y,5,0.21836687660661414
helloworld,1,A,Y,6,0.5187828754201425
helloworld,0,A,Z,5,0.5230984342660581
helloworld,0,A,X,5,0.5313529135575916
helloworld,1,A,X,18,0.7661434464337196
helloworld,1,A,Y,11,0.38627652071992025
helloworld,0,A,Z,11,0.7583201311979463
helloworld,0,A,X,5,0.8379061120513955
helloworld,1,A,Z,11,0.8394836251761622
helloworld,0,A,Z,6,0.9813993920249428
helloworld,0,A,Z,11,0.9406019965318863
helloworld,1,A,X,18,0.11643271980400793
helloworld,1,A,X,19,0.11404636817633396
helloworld,1,A,Y,18,0.5833921223665409
helloworld,0,A,X,5,0.7068049525856169
helloworld,1,A,Y,13,0.8764563114950992
helloworld,1,A,X,7,0.3111224913880909
helloworld,1,A,Z,19,0.10522366664504668
helloworld,0,A,Z,10,0.994223838256955
helloworld,1,A,Z,12,0.9773960490760677
helloworld,1,A,Z,12,0.7143625935266658
helloworld,1,A,Y,18,0.7128547226941829
helloworld,0,A,Z,9,0.6611424842722049
helloworld,1,A,X,19,0.6742508017054443
helloworld,1,A,Z,15,0.4985602629207515
helloworld,1,A,X,12,0.6794891819955128
helloworld,0,A,Y,16,0.18342857215785224
helloworld,0,A,Y,16,0.1686776705559837
helloworld,1,A,Z,10,0.8549432953337669
helloworld,1,A,X,13,0.3234251220266635
helloworld,1,A,X,19,0.32549886097883896
helloworld,1,A,X,19,0.5584981216395974
helloworld,0,A,X,15,0.6634854368398642
helloworld,1,A,X,12,0.4845768285611288
helloworld,1,A,Z,17,0.8110970276614093
helloworld,0,A,Y,7,0.5577245264830861
helloworld,0,A,Y,5,0.3624971188687304
helloworld,0,A,X,9,0.786063414753961
helloworld,1,A,Z,13,0.8217271980330532
helloworld,1,A,X,8,0.47133301820859996
helloworld,0,A,X,16,0.0754812025663042
helloworld,0,A,Y,17,0.4010483698638476
helloworld,1,A,X,17,0.790900965854352
helloworld,0,A,X,10,0.5735802666935088
helloworld,0,A,Z,11,0.5981605584742276
helloworld,1,A,Z,11,0.021460188898272503
helloworld,0,A,Y,13,0.7074653055851788
helloworld,1,A,Y,19,0.536568678539329
helloworld,1,A,Y,9,0.7863535513085882
helloworld,0,A,Z,8,0.5399508411586242
helloworld,0,A,Y,9,0.20861850561648632
helloworld,1,A,Y,14,0.8729760176610422
helloworld,0,A,X,13,0.3968834198749308
helloworld,0,A,Z,19,0.20862419545292277
helloworld,1,A,Y,19,0.7696923889044998
helloworld,0,A,Y,15,0.3604587405014742
helloworld,1,A,Z,13,0.9793162452047339
helloworld,0,A,Y,6,0.18065024810812447
helloworld,0,A,Z,15,0.4299891081586773
